User,Client,"Client Type",Date,Duration,"Type Of Call","External Call Score"
"Rebecca Lee","Sally Lee",Nurse,"2020-08-17 02:38:34",6809,Incoming,35
"Rebecca Lee","Lily Anderson",Carer,"2020-08-19 09:26:46",4669,Incoming,53
"Rebecca Lee","Helena Knight",Carer,"2020-08-22 05:45:59",1529,Incoming,1
"Rebecca Lee","Paula Price",Carer,"2020-08-23 09:53:04",4000,Outgoing,24
"Rebecca Lee","Matthew Johnson",Nurse,"2020-08-20 02:29:42",115,Incoming,70
"Rebecca Lee","Paul Fox",Nurse,"2020-08-26 02:05:53",2750,Incoming,24
"Rebecca Lee","Paul Bell",Nurse,"2020-08-23 11:48:54",6492,Incoming,29
"Rebecca Lee","Jayden Anderson",Carer,"2020-08-22 04:40:20",6173,Outgoing,68
"Rebecca Lee","Natalie Hall",Nurse,"2020-08-26 12:07:23",4087,Incoming,95
"Rebecca Lee","Natalie Hall",Nurse,"2020-08-19 05:23:59",6892,Outgoing,94
"Rebecca Lee","Finley Owen",Carer,"2020-08-18 08:27:03",8252,Incoming,38
"Rebecca Lee","Ben Hall",Carer,"2020-08-24 04:53:12",3270,Incoming,20
"Rebecca Lee","Stefan Lewis",Carer,"2020-08-17 09:01:19",1210,Outgoing,27
"Rebecca Lee","Andy Bailey",Carer,"2020-08-22 03:07:45",1198,Outgoing,83
"Rebecca Lee","Eileen Murphy",Carer,"2020-08-25 09:20:58",2163,Incoming,50
"Rebecca Lee","Samuel Gray",Nurse,"2020-08-22 11:41:19",3101,Outgoing,28
"Rebecca Lee","Alexander Roberts",Nurse,"2020-08-19 09:05:55",8632,Incoming,74
"Rebecca Lee","Eileen Murphy",Carer,"2020-08-18 04:29:12",300,Incoming,67
"Rebecca Lee","Gordon Cooper",Carer,"2020-08-18 03:12:15",4159,Incoming,95
"Rebecca Lee","Wendy King",Carer,"2020-08-23 01:38:18",7152,Incoming,55
"Rebecca Lee","Faye King",Carer,"2020-08-19 09:43:29",5206,Outgoing,84
"Rebecca Lee","Emma Wilkinson",Carer,"2020-08-23 04:47:23",6723,Outgoing,4
"Rebecca Lee","Henry Jackson",Nurse,"2020-08-18 01:39:17",5780,Incoming,53
"Rebecca Lee","Carlie Reid",Carer,"2020-08-22 06:13:09",3395,Outgoing,10
"Rebecca Lee","Summer Marshall",Carer,"2020-08-18 09:18:31",4657,Outgoing,16
"Rebecca Lee","Keeley Cooper",Carer,"2020-08-19 01:19:47",5258,Outgoing,92
"Rebecca Lee","Gavin Cox",Nurse,"2020-08-17 04:39:28",6824,Incoming,46
"Rebecca Lee","Kelly Harris",Carer,"2020-08-26 08:54:51",7481,Outgoing,35
"Rebecca Lee","Helena Knight",Carer,"2020-08-17 04:42:08",9613,Incoming,86
"Rebecca Lee","Colin Hunter",Carer,"2020-08-26 12:08:48",9464,Incoming,15
"Rebecca Lee","Ian Taylor",Nurse,"2020-08-23 02:42:45",3394,Incoming,48
"Rebecca Lee","Amelia Lee",Nurse,"2020-08-24 06:42:59",8461,Outgoing,65
"Rebecca Lee","Carole Kelly",Carer,"2020-08-20 10:36:46",5427,Incoming,68
"Rebecca Lee","Danielle Price",Carer,"2020-08-18 08:50:22",1098,Outgoing,46
"Rebecca Lee","Andrew Walker",Carer,"2020-08-19 06:02:48",2342,Outgoing,86
"Rebecca Lee","Summer Marshall",Carer,"2020-08-25 06:31:44",5586,Incoming,67
"Rebecca Lee","Eileen Murphy",Carer,"2020-08-22 07:26:11",2449,Incoming,10
"Rebecca Lee","Paul Fox",Nurse,"2020-08-23 02:02:04",9929,Incoming,86
"Rebecca Lee","Sally Lee",Nurse,"2020-08-23 04:30:22",2658,Outgoing,33
"Rebecca Lee","Candice Matthews",Nurse,"2020-08-24 12:10:54",6062,Outgoing,90
"Rebecca Lee","John Brown",Carer,"2020-08-25 03:14:23",3185,Outgoing,55
"Rebecca Lee","Yvonne Knight",Nurse,"2020-08-25 02:55:24",6069,Incoming,86
"Rebecca Lee","Sophia Rogers",Carer,"2020-08-19 01:30:58",7543,Outgoing,7
"Rebecca Lee","Yvonne Edwards",Nurse,"2020-08-20 06:38:49",9419,Outgoing,12
"Rebecca Lee","Gordon Cooper",Carer,"2020-08-24 06:51:21",6061,Incoming,50
"Rebecca Lee","Wendy King",Carer,"2020-08-22 10:38:31",153,Incoming,32
"Rebecca Lee","Emily Moore",Nurse,"2020-08-21 08:09:06",4114,Outgoing,29
"Rebecca Lee","Henry Robinson",Carer,"2020-08-21 12:39:45",8280,Incoming,7
"Rebecca Lee","Scarlett Russell",Nurse,"2020-08-17 12:42:07",8070,Incoming,39
"Rebecca Lee","Stephen Wood",Nurse,"2020-08-20 07:51:29",4135,Outgoing,67
"Rebecca Lee","Callum Richards",Carer,"2020-08-17 05:57:39",1535,Outgoing,92
"Rebecca Lee","Amy Taylor",Carer,"2020-08-19 07:23:21",8407,Outgoing,15
"Rebecca Lee","Holly Lee",Nurse,"2020-08-17 02:31:12",9764,Incoming,99
"Rebecca Lee","Tim Brown",Carer,"2020-08-21 11:04:28",4091,Incoming,34
"Rebecca Lee","Paul Bell",Nurse,"2020-08-23 05:31:44",3592,Incoming,8
"Rebecca Lee","Emma Wilkinson",Carer,"2020-08-19 04:11:13",3227,Incoming,29
"Rebecca Lee","Karen Chapman",Nurse,"2020-08-24 05:17:30",4374,Outgoing,58
"Rebecca Lee","Amy Taylor",Carer,"2020-08-25 04:31:42",1080,Outgoing,87
"Rebecca Lee","Henry Jackson",Nurse,"2020-08-19 10:19:34",4126,Outgoing,91
"Rebecca Lee","Eileen Murphy",Carer,"2020-08-24 11:09:08",1708,Incoming,99
"Rebecca Lee","Stephen Hughes",Carer,"2020-08-25 11:30:16",4983,Incoming,12
"Rebecca Lee","Shannon Ward",Carer,"2020-08-22 10:58:54",8453,Incoming,24
"Rebecca Lee","Grant Morgan",Carer,"2020-08-17 05:28:20",4888,Outgoing,71
"Rebecca Lee","Ben Hall",Carer,"2020-08-25 11:01:00",7121,Outgoing,5
"Rebecca Lee","Andy Bailey",Carer,"2020-08-19 06:57:06",5365,Outgoing,89
"Rebecca Lee","Patricia Shaw",Carer,"2020-08-17 11:00:55",8849,Outgoing,91
"Rebecca Lee","Claire Cook",Nurse,"2020-08-23 01:57:23",6472,Outgoing,53
"Rebecca Lee","Lindsay Davies",Nurse,"2020-08-24 08:39:32",2713,Outgoing,21
"Rebecca Lee","Sophia Rogers",Carer,"2020-08-23 02:01:06",5143,Incoming,34
"Rebecca Lee","Alexander Roberts",Nurse,"2020-08-20 09:21:12",8637,Incoming,55
"Rebecca Lee","Layla Anderson",Carer,"2020-08-19 11:04:23",6797,Incoming,44
"Rebecca Lee","Ben Hall",Carer,"2020-08-21 07:45:41",9558,Incoming,58
"Rebecca Lee","Keeley Cooper",Carer,"2020-08-21 05:53:29",7853,Outgoing,40
"Rebecca Lee","Grant Morgan",Carer,"2020-08-25 09:43:31",3619,Incoming,56
"Rebecca Lee","Carmen Graham",Nurse,"2020-08-21 05:19:33",1568,Outgoing,26
"Rebecca Lee","Gavin Cox",Nurse,"2020-08-25 06:34:25",5696,Incoming,10
"Rebecca Lee","Colin Hunter",Carer,"2020-08-18 02:50:11",7091,Outgoing,36
"Rebecca Lee","Ben Hall",Carer,"2020-08-20 02:04:30",5894,Outgoing,93
"Rebecca Lee","Isaac Bennett",Carer,"2020-08-25 07:05:54",696,Incoming,3
"Rebecca Lee","Lily Anderson",Carer,"2020-08-19 02:40:44",4393,Incoming,96
"Rebecca Lee","Cameron Williams",Nurse,"2020-08-26 12:56:52",2896,Incoming,3
"Rebecca Lee","Nicole Allen",Carer,"2020-08-18 12:50:43",5660,Outgoing,58
"Rebecca Lee","Joel Simpson",Nurse,"2020-08-22 05:33:05",4495,Outgoing,100
"Rebecca Lee","Gavin Cox",Nurse,"2020-08-21 10:46:09",9048,Outgoing,14
"Rebecca Lee","Jayden Anderson",Carer,"2020-08-25 11:31:43",1296,Incoming,60
"Rebecca Lee","Amelia Lee",Nurse,"2020-08-22 08:23:05",775,Incoming,36
"Rebecca Lee","Eileen Murphy",Carer,"2020-08-22 10:57:40",6190,Outgoing,52
"Rebecca Lee","Yvonne Edwards",Nurse,"2020-08-25 11:45:04",5830,Outgoing,61
"Rebecca Lee","Sarah Lewis",Carer,"2020-08-22 06:29:50",3192,Incoming,56
"Rebecca Lee","Paula Price",Carer,"2020-08-21 04:55:46",2814,Incoming,47
"Rebecca Lee","Kelly Harris",Carer,"2020-08-25 08:46:07",4655,Incoming,68
"Rebecca Lee","Scarlett Russell",Nurse,"2020-08-24 06:08:53",2623,Outgoing,41
"Rebecca Lee","Carlie Martin",Nurse,"2020-08-18 04:49:41",4246,Outgoing,89
"Rebecca Lee","Samuel Gray",Nurse,"2020-08-17 02:34:31",2641,Outgoing,46
"Ellie Griffiths","Yvonne Edwards",Nurse,"2020-08-10 03:56:28",437,Outgoing,85
"Ellie Griffiths","Henry Robinson",Carer,"2020-07-28 10:42:59",875,Incoming,99
"Ellie Griffiths","Melissa Moore",Nurse,"2020-08-16 09:00:04",267,Outgoing,32
"Ellie Griffiths","Paula Price",Carer,"2020-08-12 01:30:06",657,Incoming,39
"Ellie Griffiths","Gordon Cooper",Carer,"2020-07-07 03:26:39",128,Incoming,67
"Ellie Griffiths","Mia Saunders",Nurse,"2020-07-28 03:43:42",916,Outgoing,15
"Ellie Griffiths","Faye King",Carer,"2020-08-23 11:10:02",503,Incoming,23
"Ellie Griffiths","Dylan Green",Nurse,"2020-08-03 04:51:24",731,Incoming,40
"Ellie Griffiths","Karen Richardson",Carer,"2020-08-09 11:50:55",528,Incoming,36
"Ellie Griffiths","Karen Richardson",Carer,"2020-08-18 02:59:07",755,Outgoing,38
"Ellie Griffiths","Samuel Gray",Nurse,"2020-08-20 07:10:46",712,Outgoing,95
"Ellie Griffiths","Dominic Walker",Carer,"2020-06-26 10:40:46",687,Incoming,36
"Ellie Griffiths","Rebecca Wood",Carer,"2020-07-07 07:34:58",926,Incoming,99
"Ellie Griffiths","Shannon Ward",Carer,"2020-08-21 12:53:19",799,Incoming,86
"Ellie Griffiths","Paula Price",Carer,"2020-07-15 10:28:05",981,Incoming,54
"Ellie Griffiths","Elizabeth King",Nurse,"2020-07-30 01:53:00",289,Incoming,47
"Ellie Griffiths","Hannah Kelly",Nurse,"2020-08-07 05:32:31",934,Outgoing,61
"Ellie Griffiths","Leanne Cox",Carer,"2020-07-15 02:17:06",899,Outgoing,37
"Ellie Griffiths","Eleanor Knight",Carer,"2020-07-22 12:36:46",507,Outgoing,73
"Ellie Griffiths","Sophia Rogers",Carer,"2020-07-03 10:51:40",768,Incoming,25
"Ellie Griffiths","Wendy King",Carer,"2020-08-22 11:36:36",985,Incoming,68
"Ellie Griffiths","Carlie Reid",Carer,"2020-08-08 02:23:34",993,Incoming,3
"Ellie Griffiths","Steve Rose",Nurse,"2020-06-29 03:07:39",915,Outgoing,34
"Ellie Griffiths","Quentin Richards",Carer,"2020-07-26 04:49:38",310,Outgoing,18
"Ellie Griffiths","Grant Morgan",Carer,"2020-07-01 06:29:32",741,Incoming,56
"Ellie Griffiths","Gavin Cox",Nurse,"2020-06-30 11:55:27",214,Outgoing,29
"Ellie Griffiths","Samantha James",Carer,"2020-07-23 10:16:56",259,Outgoing,4
"Ellie Griffiths","Candice Matthews",Nurse,"2020-07-10 01:30:55",520,Outgoing,11
"Ellie Griffiths","Ben Hall",Carer,"2020-08-15 12:05:15",117,Incoming,7
"Ellie Griffiths","Dave Clark",Nurse,"2020-08-15 11:51:45",770,Incoming,82
"Ellie Griffiths","Carole Kelly",Carer,"2020-07-24 07:01:34",300,Incoming,20
"Ellie Griffiths","Karen Chapman",Nurse,"2020-08-06 02:58:44",460,Incoming,30
"Ellie Griffiths","Carlie Reid",Carer,"2020-07-05 05:42:54",692,Incoming,24
"Ellie Griffiths","Ella Taylor",Nurse,"2020-08-14 05:36:24",579,Incoming,96
"Ellie Griffiths","Keeley Cooper",Carer,"2020-08-16 09:53:12",961,Outgoing,2
"Ellie Griffiths","Karen Chapman",Nurse,"2020-07-26 03:27:10",211,Outgoing,73
"Ellie Griffiths","Carmen Hughes",Nurse,"2020-08-09 11:45:27",539,Outgoing,71
"Ellie Griffiths","Carole Kelly",Carer,"2020-06-29 09:26:01",973,Outgoing,86
"Ellie Griffiths","Melissa Moore",Nurse,"2020-07-13 11:32:43",468,Outgoing,28
"Ellie Griffiths","Mia Saunders",Nurse,"2020-08-02 02:59:56",551,Outgoing,78
"Ellie Griffiths","Eileen Murphy",Carer,"2020-08-08 02:26:28",295,Outgoing,40
"Ellie Griffiths","Mia Saunders",Nurse,"2020-08-14 05:08:57",287,Outgoing,85
"Ellie Griffiths","Steve Adams",Nurse,"2020-07-22 04:18:59",901,Incoming,60
"Ellie Griffiths","Hannah Kelly",Nurse,"2020-07-20 09:13:57",692,Outgoing,97
"Ellie Griffiths","Scarlett Russell",Nurse,"2020-08-09 03:58:06",891,Incoming,56
"Ellie Griffiths","Carmen Graham",Nurse,"2020-08-08 05:09:57",777,Outgoing,82
"Ellie Griffiths","Finley Butler",Nurse,"2020-07-17 12:15:10",813,Incoming,45
"Ellie Griffiths","Candice Matthews",Nurse,"2020-07-21 12:44:34",527,Incoming,57
"Ellie Griffiths","Paul Fox",Nurse,"2020-08-03 06:33:18",942,Incoming,17
"Ellie Griffiths","Karen Chapman",Nurse,"2020-07-30 07:33:02",126,Incoming,2
"Ellie Griffiths","Dylan Green",Nurse,"2020-07-31 03:50:21",765,Incoming,56
"Ellie Griffiths","Layla Anderson",Carer,"2020-08-10 07:27:15",306,Incoming,59
"Ellie Griffiths","Jayden Anderson",Carer,"2020-08-22 10:50:19",830,Outgoing,28
"Ellie Griffiths","Holly Lee",Nurse,"2020-08-19 01:49:33",742,Incoming,29
"Ellie Griffiths","Laura Richardson",Nurse,"2020-06-28 03:18:13",601,Outgoing,57
"Ellie Griffiths","Colin Hunter",Carer,"2020-08-03 03:09:25",941,Outgoing,47
"Ellie Griffiths","Faye King",Carer,"2020-07-26 08:52:14",118,Outgoing,97
"Ellie Griffiths","Isobel Powell",Carer,"2020-08-16 08:49:50",627,Incoming,62
"Ellie Griffiths","Kevin Allen",Nurse,"2020-08-19 05:09:13",150,Outgoing,48
"Ellie Griffiths","Finley Butler",Nurse,"2020-07-08 07:58:41",574,Incoming,26
"Ellie Griffiths","Alexander Roberts",Nurse,"2020-07-30 02:38:56",653,Outgoing,59
"Ellie Griffiths","Ian Taylor",Nurse,"2020-07-30 09:08:05",875,Incoming,70
"Ellie Griffiths","Joel Simpson",Nurse,"2020-08-09 03:54:39",571,Incoming,32
"Ellie Griffiths","Summer Marshall",Carer,"2020-07-20 06:03:24",249,Outgoing,25
"Ellie Griffiths","Leanne Cox",Carer,"2020-06-27 06:59:12",926,Incoming,29
"Ellie Griffiths","Faye King",Carer,"2020-07-04 10:06:56",294,Outgoing,47
"Ellie Griffiths","Steve Adams",Nurse,"2020-08-14 05:59:39",604,Outgoing,24
"Ellie Griffiths","Kelly Harris",Carer,"2020-07-10 09:56:16",148,Incoming,48
"Ellie Griffiths","Adam Edwards",Nurse,"2020-07-06 02:37:07",615,Outgoing,8
"Ellie Griffiths","Helena Knight",Carer,"2020-07-29 02:50:28",454,Outgoing,94
"Ellie Griffiths","Amy Taylor",Carer,"2020-08-08 04:35:27",541,Incoming,15
"Ellie Griffiths","Freya Davis",Nurse,"2020-08-21 09:48:06",772,Outgoing,30
"Ellie Griffiths","Danielle Price",Carer,"2020-07-20 10:45:36",444,Outgoing,2
"Ellie Griffiths","Samuel Gray",Nurse,"2020-06-27 12:08:02",256,Outgoing,31
"Ellie Griffiths","Jayden Anderson",Carer,"2020-08-15 09:41:31",125,Incoming,67
"Ellie Griffiths","Beth Reid",Carer,"2020-07-15 03:12:49",266,Outgoing,54
"Ellie Griffiths","Joel Simpson",Nurse,"2020-07-26 05:38:43",911,Outgoing,21
"Ellie Griffiths","Tina Robertson",Nurse,"2020-07-10 04:02:30",595,Incoming,99
"Ellie Griffiths","Tim Brown",Carer,"2020-08-07 09:53:31",876,Outgoing,93
"Ellie Griffiths","Ross Hunter",Nurse,"2020-08-23 02:43:52",923,Outgoing,91
"Ellie Griffiths","Colin Hunter",Carer,"2020-08-20 09:45:04",370,Outgoing,94
"Ellie Griffiths","Dominic Walker",Carer,"2020-08-14 06:58:15",633,Outgoing,35
"Ellie Griffiths","Laura Richardson",Nurse,"2020-07-10 06:51:45",127,Incoming,87
"Ellie Griffiths","Paula Price",Carer,"2020-08-13 01:11:49",798,Outgoing,10
"Ellie Griffiths","Sarah Lewis",Carer,"2020-08-15 08:04:41",536,Outgoing,55
"Ellie Griffiths","Wendy King",Carer,"2020-06-29 11:49:26",591,Outgoing,11
"Ellie Griffiths","Carlie Martin",Nurse,"2020-07-15 07:13:46",297,Incoming,50
"Ellie Griffiths","Danielle Price",Carer,"2020-07-08 02:05:13",576,Outgoing,30
"Ellie Griffiths","Harry Mason",Nurse,"2020-06-29 10:48:29",144,Incoming,26
"Ellie Griffiths","Elizabeth King",Nurse,"2020-07-18 10:26:05",927,Outgoing,81
"Ellie Griffiths","Lucas Harris",Carer,"2020-07-15 02:20:06",668,Outgoing,63
"Ellie Griffiths","Lindsay Davies",Nurse,"2020-08-22 12:41:45",794,Outgoing,77
"Ellie Griffiths","Andy Bailey",Carer,"2020-07-17 11:26:53",494,Outgoing,57
"Ellie Griffiths","Claire Cook",Nurse,"2020-07-16 01:23:56",957,Outgoing,84
"Ellie Griffiths","Eleanor Knight",Carer,"2020-07-24 04:09:04",445,Incoming,62
"Ellie Griffiths","Dylan Green",Nurse,"2020-06-25 05:03:39",830,Outgoing,83
"Ellie Griffiths","Rebecca Wood",Carer,"2020-06-25 02:03:07",686,Outgoing,70
"Ellie Griffiths","Lindsay Davies",Nurse,"2020-08-23 01:02:12",876,Outgoing,72
"Ellie Griffiths","Gordon Cooper",Carer,"2020-08-09 09:11:39",995,Outgoing,66
"Ellie Griffiths","Samantha James",Carer,"2020-08-06 06:33:57",825,Incoming,89
"Ellie Griffiths","Leah Price",Carer,"2020-06-26 12:03:34",499,Outgoing,57
"Ellie Griffiths","John Hall",Carer,"2020-07-13 06:59:22",755,Incoming,34
"Ellie Griffiths","Harry Mason",Nurse,"2020-08-21 09:54:34",116,Outgoing,68
"Ellie Griffiths","Emily Moore",Nurse,"2020-08-19 06:24:28",796,Incoming,93
"Ellie Griffiths","Stephen Wood",Nurse,"2020-07-05 01:56:29",715,Incoming,67
"Ellie Griffiths","Keeley Cooper",Carer,"2020-08-11 07:11:58",151,Outgoing,85
"Ellie Griffiths","Candice Matthews",Nurse,"2020-08-17 11:55:07",393,Incoming,15
"Ellie Griffiths","Cameron Williams",Nurse,"2020-08-21 08:52:51",545,Incoming,76
"Ellie Griffiths","Stephen Hughes",Carer,"2020-07-27 04:54:25",908,Incoming,8
"Ellie Griffiths","Samuel Gray",Nurse,"2020-08-06 01:32:15",236,Incoming,19
"Ellie Griffiths","Isobel Powell",Carer,"2020-07-02 10:23:01",214,Outgoing,3
"Ellie Griffiths","Lucas Harris",Carer,"2020-07-09 12:53:17",829,Outgoing,68
"Ellie Griffiths","Natalie Hall",Nurse,"2020-07-31 01:18:12",837,Outgoing,34
"Ellie Griffiths","Dominic Walker",Carer,"2020-07-24 12:48:48",388,Incoming,65
"Ellie Griffiths","Ryan Murphy",Carer,"2020-07-05 06:35:09",968,Outgoing,6
"Ellie Griffiths","Leah Price",Carer,"2020-07-16 07:46:36",856,Incoming,66
"Ellie Griffiths","Holly Lee",Nurse,"2020-07-31 03:06:23",252,Incoming,84
"Ellie Griffiths","Carmen Graham",Nurse,"2020-08-23 05:26:47",992,Incoming,18
"Ellie Griffiths","Lucas Harris",Carer,"2020-08-22 05:07:55",625,Outgoing,52
"Ellie Griffiths","Yvonne Edwards",Nurse,"2020-08-01 09:40:45",814,Incoming,83
"Ellie Griffiths","Natalie Hall",Nurse,"2020-08-08 04:44:41",608,Outgoing,1
"Ellie Griffiths","Ross Hunter",Nurse,"2020-07-10 05:41:32",561,Incoming,88
"Ellie Griffiths","Andrew Walker",Carer,"2020-07-05 05:26:18",675,Incoming,53
"Ellie Griffiths","Holly Lee",Nurse,"2020-06-25 03:07:02",664,Outgoing,43
"Ellie Griffiths","Helena Knight",Carer,"2020-08-22 12:50:59",300,Outgoing,48
"Ellie Griffiths","Mia Saunders",Nurse,"2020-07-21 11:41:55",641,Incoming,55
"Ellie Griffiths","Amy Taylor",Carer,"2020-07-13 08:08:25",651,Outgoing,39
"Ellie Griffiths","Finley Butler",Nurse,"2020-07-06 10:22:02",831,Incoming,20
"Ellie Griffiths","Andy Bailey",Carer,"2020-06-28 08:23:55",375,Outgoing,74
"Ellie Griffiths","Joseph Clark",Carer,"2020-08-16 06:53:06",961,Outgoing,95
"Ellie Griffiths","John Brown",Carer,"2020-07-01 05:26:31",643,Incoming,23
"Ellie Griffiths","Paul Bell",Nurse,"2020-08-11 03:20:31",634,Incoming,37
"Ellie Griffiths","Sally Lee",Nurse,"2020-07-15 01:09:51",121,Incoming,57
"Ellie Griffiths","Amelia Lee",Nurse,"2020-07-18 03:57:59",723,Incoming,96
"Ellie Griffiths","Yvonne Edwards",Nurse,"2020-08-09 01:05:54",125,Incoming,71
"Ellie Griffiths","John Brown",Carer,"2020-06-25 09:50:51",202,Incoming,95
"Ellie Griffiths","Tim Brown",Carer,"2020-07-06 03:09:24",256,Incoming,36
"Ellie Griffiths","Finley Owen",Carer,"2020-06-28 05:05:30",370,Incoming,32
"Ellie Griffiths","Lindsay Davies",Nurse,"2020-08-07 11:39:56",345,Incoming,99
"Ellie Griffiths","Adam Edwards",Nurse,"2020-08-11 02:04:02",664,Incoming,46
"Ellie Griffiths","Karen Richardson",Carer,"2020-08-11 01:30:03",851,Incoming,81
"Ellie Griffiths","Quentin Richards",Carer,"2020-08-12 07:29:23",580,Outgoing,39
"Ellie Griffiths","Keeley Cooper",Carer,"2020-07-28 10:18:17",627,Incoming,15
"Ellie Griffiths","Paul Bell",Nurse,"2020-07-27 04:06:08",125,Incoming,13
"Ellie Griffiths","Quentin Richards",Carer,"2020-07-30 09:57:16",595,Incoming,100
"Ellie Griffiths","Wendy King",Carer,"2020-08-03 08:41:42",455,Outgoing,86
"Ellie Griffiths","Karen Richardson",Carer,"2020-08-15 04:09:39",722,Incoming,32
"Ellie Griffiths","Matthew Johnson",Nurse,"2020-07-24 12:47:57",976,Incoming,9
"Ellie Griffiths","Laura Richardson",Nurse,"2020-07-30 11:00:15",727,Outgoing,1
"Ellie Griffiths","Candice Matthews",Nurse,"2020-07-05 01:39:27",195,Incoming,72
"Ellie Griffiths","Quentin Richards",Carer,"2020-06-30 11:36:30",281,Outgoing,98
"Ellie Griffiths","Andrew Walker",Carer,"2020-08-20 01:07:56",256,Outgoing,16
"Ellie Griffiths","Scarlett Russell",Nurse,"2020-07-27 04:53:33",797,Incoming,91
"Ellie Griffiths","Lindsay Shaw",Nurse,"2020-07-16 08:08:06",841,Incoming,19
"Ellie Griffiths","Dylan Green",Nurse,"2020-08-19 09:39:51",561,Outgoing,15
"Ellie Griffiths","Gordon Cooper",Carer,"2020-08-19 08:55:48",224,Outgoing,52
"Ellie Griffiths","Henry Robinson",Carer,"2020-07-23 09:30:42",214,Incoming,42
"Ellie Griffiths","Eileen Murphy",Carer,"2020-08-16 11:42:08",891,Incoming,42
"Ellie Griffiths","Beth Reid",Carer,"2020-07-09 04:48:55",258,Incoming,27
"Ellie Griffiths","Ben Hall",Carer,"2020-07-22 02:49:26",731,Outgoing,89
"Ellie Griffiths","Melissa Moore",Nurse,"2020-07-17 02:08:27",483,Outgoing,70
"Ellie Griffiths","Keeley Cooper",Carer,"2020-07-16 03:15:49",714,Incoming,54
"Ellie Griffiths","Quentin Richards",Carer,"2020-08-24 11:59:39",3834,Outgoing,15
"Ellie Griffiths","Mia Saunders",Nurse,"2020-08-21 10:34:38",167,Incoming,29
"Ellie Griffiths","Emily Moore",Nurse,"2020-08-24 10:35:44",7660,Outgoing,30
"Ellie Griffiths","Alexander Roberts",Nurse,"2020-08-23 07:23:56",9287,Incoming,6
"Ellie Griffiths","Emily Moore",Nurse,"2020-08-22 03:31:48",8213,Outgoing,1
"Ellie Griffiths","Carmen Graham",Nurse,"2020-08-23 05:31:31",3277,Incoming,59
"Ellie Griffiths","Joel Simpson",Nurse,"2020-08-21 04:08:10",7350,Incoming,51
"Ellie Griffiths","Beth Reid",Carer,"2020-08-22 06:27:52",294,Incoming,18
"Ellie Griffiths","Keeley Cooper",Carer,"2020-08-18 04:48:40",117,Outgoing,69
"Ellie Griffiths","Tanya Hill",Carer,"2020-08-22 07:17:00",8738,Outgoing,2
"Ellie Griffiths","Dylan Green",Nurse,"2020-08-21 02:53:29",8771,Incoming,48
"Ellie Griffiths","Amelia Lee",Nurse,"2020-08-19 08:21:25",1739,Outgoing,7
"Ellie Griffiths","John Brown",Carer,"2020-08-25 08:18:00",7021,Incoming,87
"Ellie Griffiths","Stephen Wood",Nurse,"2020-08-20 06:14:46",9390,Incoming,83
"Ellie Griffiths","Dominic Walker",Carer,"2020-08-21 12:34:46",1061,Outgoing,9
"Ellie Griffiths","Eileen Murphy",Carer,"2020-08-17 06:57:44",6953,Outgoing,48
"Ellie Griffiths","Gavin Cox",Nurse,"2020-08-23 06:30:04",7559,Outgoing,41
"Ellie Griffiths","Finley Owen",Carer,"2020-08-22 05:44:22",4043,Outgoing,19
"Ellie Griffiths","Freya Davis",Nurse,"2020-08-22 01:23:56",1690,Incoming,48
"Ellie Griffiths","Kevin Allen",Nurse,"2020-08-24 11:25:17",1230,Outgoing,98
"Ellie Griffiths","Adam Edwards",Nurse,"2020-08-20 12:35:58",5430,Incoming,21
"Ellie Griffiths","Callum Richards",Carer,"2020-08-22 01:11:06",2929,Incoming,37
"Ellie Griffiths","John Hall",Carer,"2020-08-20 11:11:40",697,Outgoing,25
"Ellie Griffiths","Colin Hunter",Carer,"2020-08-18 09:02:18",1820,Incoming,52
"Ellie Griffiths","Keeley Cooper",Carer,"2020-08-19 05:26:28",5911,Incoming,79
"Ellie Griffiths","Candice Matthews",Nurse,"2020-08-19 05:23:52",8585,Incoming,39
"Ellie Griffiths","Holly Lee",Nurse,"2020-08-23 11:56:26",756,Outgoing,17
"Ellie Griffiths","Tina Robertson",Nurse,"2020-08-25 12:26:51",9863,Outgoing,70
"Ellie Griffiths","Ashley Carter",Nurse,"2020-08-26 05:00:59",2800,Incoming,51
"Ellie Griffiths","Natalie Hall",Nurse,"2020-08-19 03:38:27",1937,Outgoing,99
"Ellie Griffiths","Candice Matthews",Nurse,"2020-08-20 01:19:37",5775,Outgoing,61
"Ellie Griffiths","Freya Davis",Nurse,"2020-08-23 07:17:03",7191,Outgoing,25
"Ellie Griffiths","Stefan Lewis",Carer,"2020-08-21 09:20:46",3247,Outgoing,33
"Ellie Griffiths","Faye King",Carer,"2020-08-18 05:39:08",1593,Outgoing,33
"Ellie Griffiths","Patricia Shaw",Carer,"2020-08-17 09:30:18",7990,Outgoing,59
"Ellie Griffiths","Karen Chapman",Nurse,"2020-08-24 03:03:11",9855,Incoming,6
"Ellie Griffiths","Jayden Anderson",Carer,"2020-08-26 06:51:11",5671,Outgoing,55
"Ellie Griffiths","Zach Hunt",Carer,"2020-08-18 08:47:16",7300,Incoming,46
"Ellie Griffiths","Natalie Hall",Nurse,"2020-08-19 04:35:59",5240,Incoming,27
"Ellie Griffiths","Melissa Moore",Nurse,"2020-08-20 03:25:17",3688,Incoming,0
"Ellie Griffiths","Tim Brown",Carer,"2020-08-18 09:41:40",3319,Outgoing,32
